,gene,Nmean,NSD,Cmean,CSD,methelation
2034,C2orf51---Cluster1,0.9328497180890708,0.008192977682153836,0.8956680559864051,0.055061344772533986,Down
2035,C2orf52---Cluster1,0.005479866153612152,0.00047388202428147127,0.014195287913153288,0.01893049091296704,Up
2036,C2orf52---Cluster2,0.012997943396995476,0.002022360222119909,0.02074529311271747,0.021863647206717917,Up
2037,C2orf53---Cluster1,0.7296855583743505,0.02680872710648036,0.7870435200063789,0.09338422363957599,Up
2038,C2orf57---Cluster1,0.8840044200993238,0.025020895356271205,0.8374591901905025,0.07455488835769451,Down
2039,C2orf58,0.5755590962530074,0.1225881963582412,0.5527981054371125,0.1946125060009224,Down
2040,C2orf60---Cluster1,0.013895933959186077,0.0016152202034085718,0.018768371289388016,0.0050397609012228775,Up
2041,C2orf60---Cluster2,0.9691226158745154,0.006831138744410977,0.4218756018536771,0.2468188271325963,Down
2042,C2orf61,0.8825192039546755,0.052809472114120085,0.9265390125805296,0.08551217340646862,Up
2043,C2orf62---Cluster1,0.92236588666484,0.009082532110211095,0.88665285012985,0.07579312937356443,Down
2044,C2orf62---Cluster2,0.059163034224092324,0.009062276678718091,0.09106750387429134,0.029944033455470205,Up
2045,C2orf63,0.020380088778636916,0.0013793571357867394,0.027763361829518274,0.012516018355541158,Up
2046,C2orf76,0.007953817116534466,0.0012444690864375275,0.011667623192570623,0.0033520280875558232,Up
2047,C2orf82,0.565698994018375,0.08553015168947715,0.6425620800013072,0.16120983567167144,Up
2048,C3---Cluster1,0.5723643462163878,0.08015407176129884,0.5365989921359943,0.2293994674571876,Down
2049,C3AR1---Cluster1,0.5819962645803496,0.10149988639891737,0.5020406354250521,0.1765981422286553,Down
2050,C3AR1---Cluster2,0.9193539203491932,0.030714456537860133,0.8709350457874044,0.06847384027168013,Down
2051,C3orf10,0.019927121172250716,0.0018796602240449692,0.021013714650044688,0.00793374261185353,Up
2052,C3orf14---Cluster1,0.94951858753363,0.015403417636285803,0.8867626284657608,0.10795298119054024,Down
2053,C3orf14---Cluster2,0.03286936097106335,0.011457448885943236,0.08245443712450352,0.13060076231310158,Up
2054,C3orf15,0.017710574312149764,0.0049793651246711895,0.026060599631557182,0.03779328382492966,Up
2055,C3orf19---Cluster1,0.005745790315484469,0.0005126896780940731,0.009643168560831526,0.0031928302072967924,Up
2056,C3orf19---Cluster2,0.01706345885536445,0.0035673564472138205,0.026424139215017843,0.00998565154448332,Up
2057,C3orf22---Cluster1,0.7953099904636697,0.027151457946001663,0.6826991293918742,0.2007830783855666,Down
2058,C3orf23,0.012082941636575624,0.0009992329836813238,0.0159888438704595,0.0031353447039374057,Up
2059,C3orf24---Cluster1,0.9638073013467242,0.009757322843112102,0.9499278719539156,0.0336144135123106,Down
2060,C3orf24---Cluster2,0.7286439969749459,0.07047778581789334,0.8370388125318937,0.11953830135406412,Up
2061,C3orf26---Cluster1,0.8847906739651212,0.025462194441333172,0.8739841078758985,0.02243261742276793,Down
2062,C3orf26---Cluster2,0.014046355571962814,0.00264915356738941,0.021309999560820792,0.013161342551898615,Up
2063,C3orf27,0.9068720951817172,0.033832998322879435,0.8005377411556677,0.17752284662384665,Down
2064,C3orf31,0.03595719882386112,0.006182588153397082,0.07197729935885673,0.04561773430343331,Up
2065,C3orf32,0.9478035261137628,0.01520699748417683,0.9006403815422567,0.062202684512987765,Down
2066,C3orf36,0.9407980327889944,0.003999652649940218,0.9238135748811548,0.050512152558935416,Down
2067,C3orf37---Cluster1,0.04287578205706183,0.007865268997712725,0.0922951527996412,0.04751521510871375,Up
2068,C3orf37---Cluster2,0.007772294806858327,0.0006498792164642126,0.012489598966804969,0.0032510832993207233,Up
2069,C3orf38,0.007496277851054538,0.0010959757129376648,0.013268576769123656,0.006270142199449696,Up
2070,C3orf39---Cluster1,0.029840524708521526,0.009361985450707731,0.04244363643075181,0.010161333318830698,Up
2071,C3orf39---Cluster2,0.02188655543108501,0.002670153961553888,0.027668242712954087,0.009807150384630108,Up
2072,C3orf45---Cluster1,0.9599959270704708,0.004782644720112091,0.9398532239712556,0.0295956545621596,Down
2073,C3orf45---Cluster2,0.9439527498039892,0.01078932146491819,0.9184727820512548,0.042850967387240826,Down
2074,C3orf52---Cluster1,0.21335637024753712,0.029934495515081063,0.1413215223027326,0.08630434046376995,Down
2075,C3orf52---Cluster2,0.017359432499541916,0.002500519774677789,0.03140399050592238,0.0073565937353580425,Up
2076,C3orf54---Cluster1,0.0233151287372258,0.003914388209071931,0.023790396784081944,0.011245430632660277,Up
2077,C3orf54---Cluster2,0.013241079715513313,0.001797808420550299,0.014138595544087198,0.0031017953893840923,Up
2078,C3orf57,0.2663513414479051,0.04299309741922086,0.4617765197957538,0.2462278019039303,Up
2079,C3orf58---Cluster1,0.009868431198000436,0.0020183735886097304,0.020713313554846208,0.005842132673573647,Up
2080,C3orf58---Cluster2,0.015375016932359462,0.00156594607018872,0.020414610129104116,0.006148775114721987,Up
2081,C3orf59---Cluster1,0.013367570769857513,0.0010822677195322305,0.016596016138448015,0.008910045910503029,Up
2082,C3orf59---Cluster2,0.008361542444287322,0.0011058988396720386,0.014162686402979482,0.004382956005349185,Up
2083,C3orf62---Cluster1,0.02569428039733585,0.0038742792259558773,0.06785897190394398,0.11648291585669288,Up
2084,C3orf64---Cluster1,0.01415907441535799,0.003414760207059347,0.08676399190131663,0.12359196777999315,Up
2085,C3orf64---Cluster2,0.057048546750652074,0.010606551603315736,0.05010437654278994,0.02952864217450597,Down
2086,C3orf75,0.00503560700515734,0.000595603902953192,0.00874985966179407,0.003695890515722709,Up
2087,C4BPA,0.6272305548703023,0.13321332836100436,0.4833742660072644,0.21358984614518373,Down
2088,C4BPB,0.6923588712270279,0.057632424915652763,0.500930110959026,0.1813140421116948,Down
2089,C4orf14---Cluster1,0.007717847979627655,0.0008453186847550173,0.012080180893841948,0.0038404366636844993,Up
2090,C4orf17---Cluster1,0.38654072200353706,0.095448044420767,0.2881793324951836,0.15727858656675106,Down
2091,C4orf17---Cluster2,0.8672795957211492,0.0384662924955177,0.7452409469773278,0.09960509470913348,Down
2092,C4orf19,0.9054250047812112,0.02698809605612046,0.8265736843479244,0.09435017059793273,Down
2093,C4orf21,0.9314173369787722,0.01580922841640597,0.8899967683092642,0.04087825531014398,Down
2094,C4orf22---Cluster1,0.017632157513848876,0.0024016919281290897,0.02942907186708455,0.02303284090040816,Up
2095,C4orf26---Cluster1,0.6414992769890093,0.027656232675565436,0.5163422348010918,0.19935513354475268,Down
2096,C4orf27---Cluster1,0.03799584757620388,0.00404311906783943,0.05043612365001423,0.02328987597458661,Up
2097,C4orf27---Cluster2,0.015194967161535563,0.011055829373748,0.01825455777163648,0.03333877548244421,Up
2098,C4orf29---Cluster1,0.015436565927114641,0.002965810188803952,0.02167486541140121,0.007220317694161553,Up
2099,C4orf29---Cluster2,0.035542019305900625,0.006333816493633574,0.04242019275672818,0.021441950100159982,Up
2100,C4orf32,0.2534320088981405,0.03819675230349675,0.17898927010293433,0.10871060047396107,Down
2101,C4orf33,0.01029893637686238,0.000788512403615204,0.016811234932209436,0.007314434475790318,Up
2102,C4orf34,0.009975897402211041,0.0015655220445292375,0.012608606233898732,0.005311120733062867,Up
2103,C4orf35---Cluster1,0.9145796896302172,0.019645297306460918,0.6751908488159986,0.2307858768849548,Down
2104,C4orf36---Cluster1,0.0674822662702653,0.022115402354801632,0.08847206425931407,0.11241569008264693,Up
2105,C4orf36---Cluster2,0.01590232653870565,0.0013825919370047597,0.022495421930870004,0.013870306821402029,Up
2106,C4orf37,0.030582305075128723,0.007968007252210897,0.05162249616000493,0.06604751190445175,Up
2107,C4orf38,0.008717524510891372,0.0007148898858949045,0.013480527813252673,0.005902359467332994,Up
2108,C4orf39,0.0896481274159697,0.05296676176175424,0.09421193455461742,0.15026989764904505,Up
2109,C4orf42,0.004635962555238517,0.0005801964055018128,0.011704186493492369,0.00861683687142932,Up
2110,C4orf50---Cluster1,0.6218060086929871,0.06412802515155196,0.3473006030515464,0.17348563756198132,Down
2111,C4orf6,0.6380021039975894,0.13446262109220472,0.7523148485629093,0.16362558247392053,Up
2112,C4orf7,0.8615785767182069,0.05825210308789165,0.5981717145046093,0.2052704200909372,Down
2113,C5,0.8779321381444725,0.04443797477493193,0.7849424117640469,0.08974673916846547,Down
2114,C5AR1,0.0779101479592576,0.01951989215817098,0.15351286472943665,0.12364156917027487,Up
2115,C5orf13---Cluster1,0.8095283163481021,0.038177354310716026,0.7119686749404903,0.0998910086455844,Down
2116,C5orf13---Cluster2,0.9482378093538621,0.005105031964314916,0.9189326787716438,0.02677092274512085,Down
2117,C5orf15---Cluster1,0.0365726201604606,0.007572947537345586,0.047276196210692685,0.020191454083236717,Up
2118,C5orf20,0.8674468125162201,0.022939332362563826,0.7924241468909107,0.1610020483096454,Down
2119,C5orf22,0.0140060073690074,0.0012221346532969289,0.022833256010281074,0.016573120175664594,Up
2120,C5orf23---Cluster1,0.9428732054473228,0.00659964153215045,0.9073897690154914,0.07204904963361004,Down
2121,C5orf24---Cluster1,0.21135494005299374,0.09787710351923873,0.2532518601818193,0.1212302878749265,Up
2122,C5orf24---Cluster2,0.143542657050794,0.03769211195387949,0.14380555328439107,0.057778666592428266,Up
2123,C5orf25,0.009504544967117015,0.0009260312012153123,0.016678447847054783,0.004794977320904965,Up
2124,C5orf28,0.4195345560684799,0.1338820934274479,0.693672347217308,0.11656428261420057,Up
2125,C5orf30---Cluster1,0.010958595216398378,0.000817471632782462,0.01856571015049926,0.007109178464776516,Up
2126,C5orf32---Cluster1,0.009706316528848128,0.0008476162474760242,0.013946353010696824,0.0035192770858682343,Up
2127,C5orf32---Cluster2,0.02139573583936236,0.003061615366367825,0.02734688849930373,0.00925849175846783,Up
2128,C5orf33,0.08222855943411116,0.009047558795673377,0.09513420231854666,0.024677263139637744,Up
2129,C5orf34,0.0396521956390347,0.0059387456319137215,0.046992064318110816,0.02679784601125629,Up
2130,C5orf35,0.0884241249973269,0.049068246129759435,0.07715780655977493,0.05531979927401102,Down
2131,C5orf36---Cluster1,0.010340733385340159,0.001034673649165974,0.014850255299128418,0.004004888031682066,Up
2132,C5orf39,0.13220742207630592,0.03414485275953197,0.1680374230099233,0.15340559382908453,Up
2133,C5orf4,0.03218464478254904,0.0078007377907286825,0.08858565894756207,0.11953337491543226,Up
2134,C6,0.8460309748509895,0.07148308323927659,0.7566111735523359,0.22024604933766245,Down
2135,C6orf1,0.011311122593091912,0.0029857126116160106,0.01922170164844749,0.01062884731581298,Up
2136,C6orf105,0.8078961981739676,0.05897082409043183,0.7975435013147562,0.09820570502556324,Down
2137,C6orf106---Cluster1,0.04925244865689082,0.028939119422378732,0.06950887394585448,0.056182756512240924,Up
2138,C6orf106---Cluster2,0.053297288015352585,0.01614076122290072,0.07161138318051075,0.027814542712358132,Up
2139,C6orf114---Cluster1,0.05041499016075943,0.006204345376320064,0.05177753633677993,0.018960591589952367,Up
2140,C6orf114---Cluster2,0.037880200351459226,0.003217278246058958,0.05633552169655846,0.015992895572264108,Up
2141,C6orf118---Cluster1,0.02338921923649255,0.004043459369957717,0.04407845313226807,0.04424346270439335,Up
2142,C6orf118---Cluster2,0.9537278823658182,0.006909320198365284,0.8854305215294829,0.09298700955819557,Down
2143,C6orf122---Cluster1,0.024961571530566176,0.002486261558859866,0.0404301947920716,0.01677243905807904,Up
2144,C6orf122---Cluster2,0.9278389020976551,0.03125017255998526,0.8076074237944303,0.1812845083761451,Down
2145,C6orf125,0.1212126543487926,0.027322801139136616,0.13910897432612235,0.0735905163444304,Up
2146,C6orf126---Cluster1,0.10720408983224136,0.011779075556066249,0.08065448655212028,0.02432364895648648,Down
2147,C6orf126---Cluster2,0.0178092970428155,0.004664395981167444,0.017723631906383784,0.005843288830439301,Down
2148,C6orf134,0.0058907339378688065,0.00024925731183635867,0.027706365071201916,0.08070977562187444,Up
2149,C6orf136---Cluster1,0.010291821309272751,0.0011347733349974856,0.013911628889950615,0.0050504608278215506,Up
2150,C6orf136---Cluster2,0.006819056402935531,0.0004951040159788373,0.009709166944476436,0.0024639248821691933,Up
2151,C6orf141---Cluster1,0.11432950385196945,0.031037717155018837,0.1367075502548839,0.07380734642302253,Up
2152,C6orf141---Cluster2,0.02182402736342817,0.002387275924296169,0.034323033697558104,0.03942397349526666,Up
2153,C6orf142,0.9040265165791456,0.03562045098704685,0.6951561804500229,0.2392019783061091,Down
2154,C6orf145,0.008146921767264542,0.0015208936691202626,0.02056401365942696,0.04355797507204075,Up
2155,C6orf146,0.9816073073910904,0.004316868960724917,0.9638109516584226,0.05004608992470101,Down
2156,C6orf15,0.8279079012124471,0.021495528744283825,0.6469182563584146,0.11943304975524087,Down
2157,C6orf150---Cluster1,0.2178237224355744,0.043781379061699065,0.15617470202029693,0.2014423027672154,Down
2158,C6orf155---Cluster1,0.010349499827979265,0.001255569370969603,0.01718900634931184,0.00857246696513227,Up
2159,C6orf155---Cluster2,0.0207917196536073,0.009782305234124248,0.05711676553051015,0.0913496874426888,Up
2160,C6orf165,0.06740488360345373,0.02200536013562583,0.07880651010404546,0.0476124811683442,Up
2161,C6orf167,0.0076650325601317374,0.0008406275239183685,0.01257216357774765,0.003707351715227565,Up
2162,C6orf182---Cluster1,0.02483345248064825,0.007595655028356067,0.03958114529589902,0.020403943429030843,Up
2163,C6orf182---Cluster2,0.9431757661186564,0.024496711905879057,0.8724423376047593,0.06710017251218904,Down
2164,C6orf192---Cluster1,0.0336868575523198,0.013274905090426448,0.051680859010783765,0.023846350513383668,Up
2165,C6orf203,0.012412405472371126,0.0010249880244037133,0.022064746216532267,0.006899082710312113,Up
2166,C6orf204---Cluster1,0.9331603901115278,0.019956967017605444,0.6538491275589011,0.2432755383342033,Down
2167,C6orf211---Cluster1,0.027061998151254475,0.002903838881852834,0.06536987367983213,0.06298311730115766,Up
2168,C6orf211---Cluster2,0.02615401912010134,0.0031343984125812878,0.036882811215050715,0.015069701106724146,Up
2169,C6orf227---Cluster1,0.28402051203932177,0.06527756243982841,0.10007312982068507,0.052116527551233714,Down
2170,C6orf25---Cluster1,0.8676088553153588,0.031189053711584636,0.8181967272179022,0.0788310843310855,Down
2171,C6orf25---Cluster2,0.9862230688289269,0.004926043122000833,0.9746405151913788,0.016159571687127283,Down
2172,C6orf27,0.011763310607144152,0.0020243805044851825,0.014475817447190013,0.006193102766801975,Up
2173,C6orf47---Cluster1,0.010702144214590864,0.0005543598739779973,0.014827957082054309,0.00650693274531745,Up
2174,C6orf48---Cluster1,0.010882311110888516,0.0016680612513466381,0.014808436361833512,0.0070865305745122405,Up
2175,C6orf48---Cluster2,0.9487037877618304,0.00964348805704019,0.8893949290297077,0.0739841528430732,Down
2176,C6orf57---Cluster1,0.014911051328164431,0.010319253279714908,0.016958006501645313,0.004933522757615469,Up
2177,C6orf57---Cluster2,0.01479341430711135,0.003288747150181529,0.02171482640177368,0.014466268480247606,Up
2178,C6orf62---Cluster1,0.10190621114904752,0.015847655960646183,0.15428817732175532,0.12335310008486683,Up
2179,C6orf62---Cluster2,0.0215324872834962,0.005816548563626123,0.028868861718849087,0.02026335108892333,Up
2180,C6orf64---Cluster1,0.01063349271585887,0.00137936468560205,0.01569764569762652,0.006210555529962265,Up
2181,C6orf64---Cluster2,0.015802762824738692,0.0017049036037995542,0.01860292572776769,0.007885640773816767,Up
2182,C6orf70,0.010502362345792488,0.0009954120961733638,0.01528919874686954,0.003536573908233844,Up
2183,C6orf72,0.012461625809259014,0.0016195663332363149,0.0186791306317503,0.007495126052636012,Up
2184,C6orf81,0.8889407381381969,0.010298717953284731,0.8639116993308704,0.034559178874273136,Down
2185,C7---Cluster1,0.7145183976560202,0.04688631392374061,0.7629144768479801,0.15291655079255193,Up
2186,C7orf10---Cluster1,0.015699893205280174,0.0017409955890851352,0.022195854994029082,0.009011504172705551,Up
2187,C7orf10---Cluster2,0.02999770713696826,0.005684281560707674,0.0389573612342267,0.018902633791372053,Up
2188,C7orf13---Cluster1,0.013069498110717377,0.001041207522238214,0.02354473990570355,0.04505310367504673,Up
2189,C7orf13---Cluster2,0.05675821772856979,0.024286518028712355,0.04056223924508413,0.06090325698958374,Down
2190,C7orf16,0.39772473610646697,0.023534902711961438,0.6130616463318829,0.2284321829178293,Up
2191,C7orf20---Cluster1,0.03366181460314495,0.02239084544317536,0.08543525737334806,0.1597851114102731,Up
2192,C7orf20---Cluster2,0.00661331183360255,0.0008796433333164051,0.015125244399555112,0.009896058519494471,Up
2193,C7orf23,0.027877145158234813,0.0040768698807238535,0.029551115288316426,0.014618927194702962,Up
2194,C7orf25---Cluster1,0.013740468912195393,0.0018737595465859614,0.03498008263346373,0.01079138787277749,Up
2195,C7orf25---Cluster2,0.008067700203819866,0.001584699166337691,0.011920985333773705,0.00666245454184233,Up
2196,C7orf26,0.2741718108773935,0.04815819708819497,0.269897457887634,0.1242943545008902,Down
2197,C7orf27,0.02647549723260299,0.00480150909187261,0.029695824533756368,0.007466236479858366,Up
2198,C7orf28B,0.009646947734572205,0.002174796379693225,0.022065073221039896,0.02469973908358092,Up
2199,C7orf29---Cluster1,0.7050256867611038,0.02950985497621482,0.7648470534831334,0.12058828585980115,Up
2200,C7orf31,0.012051822043156435,0.0016460201846902613,0.016321034438455725,0.0046369786117607045,Up
2201,C7orf33---Cluster1,0.8970714281071603,0.02061253082034912,0.7912276494761686,0.1491289788485988,Down
2202,C7orf34,0.9451209759538122,0.007450757047854201,0.9195473761545734,0.04072357937872303,Down
2203,C7orf36---Cluster1,0.009444533859704387,0.0005637073635039937,0.018412891830619726,0.011523059565054424,Up
2204,C7orf38,0.04323558301188417,0.009737710086792195,0.06343931800642351,0.08364399316926564,Up
2205,C7orf41,0.9404758777915572,0.014234929733245425,0.8265109149191714,0.155307751485341,Down
2206,C7orf43,0.01637157345526341,0.002624868689252836,0.02340060136499532,0.010221806581503,Up
2207,C7orf44,0.009360947855741802,0.0013245112533376575,0.015278606044328373,0.0033415144968047305,Up
2208,C7orf46---Cluster1,0.6703634918827203,0.01915503893958713,0.5434101392021016,0.044377562112939715,Down
2209,C7orf46---Cluster2,0.038227540931066686,0.007202069569820209,0.053815684769733835,0.039781233007672286,Up
2210,C7orf47---Cluster1,0.02517672990159351,0.0073843731035699795,0.014690012481621606,0.008492099394339987,Down
2211,C7orf47---Cluster2,0.01252010766554865,0.0007431923632670191,0.021049695251910413,0.008179704444663304,Up
2212,C7orf49,0.01189068553190237,0.001672677020353286,0.011833462726209108,0.005993928726249084,Down
2213,C7orf50,0.9172131159334668,0.014775237236747524,0.9002806694796271,0.028907487273858463,Down
2214,C7orf51,0.8920724606830422,0.025939054178183915,0.8807488782644866,0.09285738160143707,Down
2215,C7orf52---Cluster1,0.017899035622260688,0.004377529081422357,0.08093685187784867,0.13383878467592505,Up
2216,C7orf52---Cluster2,0.4895114810319509,0.05307007154695132,0.4053780719458875,0.2190470311405307,Down
2217,C7orf55---Cluster1,0.026048718482015776,0.009546167791497152,0.0726030666925075,0.022342039850731202,Up
2218,C7orf55---Cluster2,0.0198750606685209,0.0066247001616566705,0.039587252698338224,0.011997700286221215,Up
2219,C7orf55---Cluster3,0.006104966544551671,0.00041025413198443947,0.014806114213626455,0.007864820946825432,Up
2220,C7orf55---Cluster4,0.020381842974902958,0.00307429294931962,0.023113704575867124,0.014058881326833212,Up
2221,C7orf55---Cluster5,0.005370851198468156,0.0009003603130961119,0.009866541037032564,0.007537851141590287,Up
2222,C7orf63---Cluster1,0.005280365537870155,0.0008748861066740928,0.00859579726123303,0.0036100567697602156,Up
2223,C7orf63---Cluster2,0.004735288914535072,0.0005314536838635311,0.008478819960760803,0.003961812763339722,Up
2224,C7orf68---Cluster1,0.022428949552930712,0.004061576897025414,0.026407539765376402,0.015051843172355603,Up
2225,C7orf70,0.009983458774924252,0.002481685155328041,0.017749027766232398,0.014306348900406999,Up
2226,C8A,0.8762292207280202,0.035894718911248576,0.7500336397754979,0.21709790726383574,Down
2227,C8G---Cluster1,0.8255177572907422,0.04793876374041147,0.6729720344914204,0.18497956114921105,Down
2228,C8G---Cluster2,0.007503279465878936,0.0008853219550790328,0.017072031287104453,0.017319167592645228,Up
2229,C8G---Cluster3,0.013283573184124924,0.0014463010254966205,0.01902468220936206,0.008151740406063552,Up
2230,C8orf31,0.12877450399934726,0.0251340815955557,0.12764707552228208,0.11532348699881408,Down
2231,C8orf37,0.008388156689914099,0.0005981438158902233,0.012592395089359623,0.007048096714635525,Up
2232,C8orf38---Cluster1,0.220472791986198,0.05371077558815513,0.08564916562914808,0.06999650925368849,Down
2233,C8orf38---Cluster2,0.0213924032599653,0.003054596264988382,0.026853090494792488,0.014780239788004657,Up
2234,C8orf4,0.799796314331218,0.05654298242136607,0.5709230103251336,0.22919583287189135,Down
2235,C8orf40---Cluster1,0.3711245589431634,0.04389785321626926,0.22872302557788346,0.12756221893484646,Down
2236,C8orf40---Cluster2,0.0145421326164285,0.0006655494200539494,0.01807638344250389,0.0037070550691132046,Up
2237,C8orf41---Cluster1,0.022086497960684445,0.003893487697796586,0.03208819899699921,0.016729868539988518,Up
2238,C8orf44,0.7487721945731144,0.06292872981353485,0.6149553986936497,0.1945310428414604,Down
2239,C8orf46,0.8585944074021769,0.0303976015980935,0.8728167573679592,0.12388921177658875,Up
2240,C8orf55---Cluster1,0.010060974896192487,0.0017584925310769092,0.018847575368476192,0.008145609001520546,Up
2241,C8orf55---Cluster2,0.015171883017431546,0.0016647688210269286,0.01753704338788145,0.0066975251504688285,Up
2242,C8orf79,0.016720062732502025,0.0036040945625121852,0.034747451926642664,0.03782537149741468,Up
2243,C8orf86---Cluster1,0.4474582082599464,0.05726627758629588,0.6420502499760289,0.14327541804702715,Up
2244,C8orf86---Cluster2,0.018182836402036825,0.006574165446551375,0.049994591114541916,0.04126246362107711,Up
2245,C9orf100,0.017550259255157276,0.0010899940321229189,0.019814788664608937,0.00401355343416729,Up
2246,C9orf114---Cluster1,0.010860690007760498,0.0011842075790703785,0.015141864766110841,0.004785299865992993,Up
2247,C9orf116,0.014422964598443675,0.0032093962998068805,0.01648271422081654,0.005459232828959087,Up
2248,C9orf119,0.03127225476707311,0.004371926123941421,0.039601174318160674,0.014773541386893468,Up
2249,C9orf125,0.01830682092276465,0.003360491204665589,0.03038544926211818,0.03859655616000693,Up
2250,C9orf128---Cluster1,0.02221420893400164,0.0036488258768953732,0.024957785841044158,0.005419390676029772,Up
2251,C9orf128---Cluster2,0.005722304004879967,0.0007322775003653948,0.010018467345858076,0.002900117219694732,Up
2252,C9orf131,0.8117872094673477,0.053065246648293804,0.6409511150020146,0.17230480804107032,Down
2253,C9orf139---Cluster1,0.9391229464063592,0.020020246271353574,0.8512135972310504,0.09154372691967587,Down
2254,C9orf139---Cluster2,0.7958626295357274,0.02176198335881666,0.7228697256067969,0.1301820218628002,Down
2255,C9orf140---Cluster1,0.013978243120702364,0.0018056728240369094,0.018550900344445027,0.006487521147953846,Up
2256,C9orf142,0.03607708664930465,0.006021617809462782,0.05691729618397873,0.03348337883466841,Up
2257,C9orf150,0.015453843958531424,0.00162146275783423,0.025098122030123408,0.010951239376039592,Up
2258,C9orf156---Cluster1,0.008710119072462899,0.0007000345680416365,0.014739644295363832,0.005060837402686326,Up
2259,C9orf16,0.009520552739650459,0.0008154707912581843,0.01396932913935164,0.0045433988166681035,Up
2260,C9orf163---Cluster1,0.008865347700031534,0.002124003535584504,0.012814358479141348,0.00296601918426629,Up
2261,C9orf163---Cluster2,0.012048689219699146,0.002509655240556179,0.017665920482861704,0.008334010249676475,Up
2262,C9orf167---Cluster1,0.3945394885608053,0.09494384536865473,0.5039362538171075,0.20787986302228284,Up
2263,C9orf171---Cluster1,0.09455581457845072,0.03495905689174865,0.10364800215829056,0.08820346411416892,Up
2264,C9orf171---Cluster2,0.4148647962160231,0.06647503183987588,0.4625442149505604,0.2441225306795471,Up
2265,C9orf23---Cluster1,0.034173820486258624,0.0040372821705820594,0.037445587130004884,0.012342551916461376,Up
2266,C9orf23---Cluster2,0.0061304002093728145,0.0017475672264634676,0.013940561730402442,0.0063144019893232655,Up
2267,C9orf24,0.9587562076095056,0.010492493439079818,0.9279712773372356,0.0420721995871759,Down
2268,C9orf25---Cluster1,0.7955935253910013,0.030417249361262732,0.7705858908128354,0.10777134174238807,Down
2269,C9orf25---Cluster2,0.4152326859764344,0.07027010169205618,0.3855726316948481,0.19047494357860026,Down
2270,C9orf25---Cluster3,0.007596087028799158,0.001432518678531843,0.013560296097874463,0.006038207516411272,Up
2271,C9orf3---Cluster1,0.009028341904301268,0.0004905231230883673,0.014979572868795362,0.0060020733857414675,Up
2272,C9orf30---Cluster1,0.03365565921591841,0.005305305231569343,0.038396772825828124,0.014236343760460329,Up
2273,C9orf40---Cluster1,0.005617409058337106,0.0005911345044880153,0.011545770687301058,0.007988989613997778,Up
2274,C9orf40---Cluster2,0.06927068024510509,0.013538483481882116,0.06371797033092473,0.035409576504754216,Down
2275,C9orf41---Cluster1,0.009700881792425984,0.001607298228742069,0.018565915874226242,0.00748405687195289,Up
2276,C9orf41---Cluster2,0.9625367599606752,0.04144352022386803,0.7554378348948374,0.28573593707712464,Down
2277,C9orf45---Cluster1,0.8274495004237357,0.06291873466494165,0.8855652623882774,0.10266336733396056,Up
2278,C9orf45---Cluster2,0.8837985789553965,0.02947552806346601,0.8025459237744018,0.08091120221750976,Down
2279,C9orf46,0.00730336991959247,0.0005888722734542166,0.013112689199079677,0.014396409699657657,Up
2280,C9orf47,0.28652970039344605,0.10115364781515253,0.2878334078003122,0.2499517471715779,Up
2281,C9orf6---Cluster1,0.01606353590540846,0.002895737427152656,0.020144727630757097,0.004158422923011715,Up
2282,C9orf6---Cluster2,0.7205797191736384,0.05323820420197404,0.6325623705810982,0.1930031219880597,Down
2283,C9orf64---Cluster1,0.3138257247284391,0.05026123528915071,0.16720811537661334,0.11651608833637007,Down
2284,C9orf64---Cluster2,0.03633048344099424,0.005148993209756368,0.061924956033073124,0.051738885124548516,Up
2285,C9orf68,0.030707754658728086,0.007299271042762925,0.04947580922640157,0.03001659774548528,Up
2286,C9orf7,0.03186242008734981,0.00608660334261502,0.04072316237359226,0.030419974991165763,Up
2287,C9orf72---Cluster1,0.01961193981343284,0.0024763718083629154,0.02265485588380174,0.015273936078484688,Up
2288,C9orf75---Cluster1,0.04485214847228476,0.009957860375298043,0.03995169771758888,0.02621907477980385,Down
2289,C9orf75---Cluster2,0.009485204097274741,0.0011194406858601614,0.015890307349606336,0.007254814764597289,Up
2290,C9orf78---Cluster1,0.025042371081322214,0.00254154891585902,0.027501517356913738,0.006966199780113343,Up
2291,C9orf78---Cluster2,0.27907082659661464,0.034002555762352504,0.36318522873596015,0.21542920043726696,Up
2292,C9orf79,0.9303235901469548,0.01205843672081782,0.8626044381376788,0.08619675828799442,Down
2293,C9orf80,0.013235496197281812,0.0024444870950863073,0.027723376728633727,0.025896984565456214,Up
2294,C9orf85,0.0349524008018713,0.003570807187675225,0.0397355652007774,0.009440894795674363,Up
2295,C9orf89---Cluster1,0.6567564139183694,0.08729719552598865,0.4135884348240376,0.18566954474284308,Down
2296,C9orf89---Cluster2,0.030890345634451626,0.0055453297274323425,0.029443602956884644,0.009638561175370649,Down
2297,C9orf93,0.012019841379013574,0.001240562344141541,0.01715496816251005,0.005791666576308751,Up
2298,C9orf95---Cluster1,0.020697179553507115,0.001920845952893389,0.026826876608021164,0.010364738154853037,Up
2299,C9orf96,0.16665470144732902,0.017164947804755474,0.13372157019142933,0.1078533912176253,Down
2300,C9orf98,0.8599661034583483,0.0381048078264888,0.7729300292263993,0.09839853595048614,Down
2301,CA12,0.016809942916935598,0.0014251982608197904,0.04177038028495292,0.024819503213416118,Up
