,gene,mean,SD
2313,CAB39,0.5889494951589004,0.2603020875958311
59,ABCC9,0.588765768307004,0.20080341613252148
10321,ODAM,0.5883513161305778,0.1836650737812193
6348,GRASP---Cluster2,0.5882716838215098,0.19760837506394024
15284,TMPRSS11B---Cluster1,0.5880719733052692,0.15110575959207054
140,ACER1---Cluster1,0.5880343206949975,0.21701784564569584
16875,ZNF532,0.587864696899948,0.2711154353164338
5840,GALP,0.5873104269062016,0.20324586907532693
9483,MTNR1B---Cluster1,0.5868321995492404,0.2463144844991507
9770,NDN---Cluster1,0.586720804588665,0.14701335421517325
6064,GLP2R,0.5866105969646355,0.1518655321413718
5909,GCET2---Cluster1,0.5862593193115333,0.23866507154297276
2633,CCDC87---Cluster1,0.5861107427996011,0.2301424074492689
8802,MARCKSL1---Cluster1,0.5860557942186454,0.19484874765224916
16961,ZNF678---Cluster2,0.5858897253653111,0.2763578147480089
13224,SERPINB12,0.5854972949904071,0.3111650313974554
9212,MMRN1,0.5854440913493202,0.1409428632786081
15025,TLR7,0.5852710997668813,0.22468190339903849
16177,VNN2---Cluster1,0.5851646630560171,0.20215290554982665
16591,ZDHHC8P---Cluster2,0.5851056462571488,0.2377435405844243
5002,EXOC3L2---Cluster1,0.5847588653132171,0.20025907884574834
12179,RANBP3L---Cluster2,0.5843807342107349,0.222753640991964
8434,LPAL2,0.5842923351273059,0.2444246897661404
8096,L3MBTL---Cluster1,0.5833562541802666,0.13962115096286554
9998,NLRC5,0.5829396068559143,0.165377951441094
5845,GALR3---Cluster1,0.582904405412417,0.15775464097817746
15683,TSPYL2,0.5827660767979055,0.19932242576631976
10639,PAX3---Cluster1,0.5826600917946068,0.21617464113366253
14672,TAS2R8,0.5818842786745113,0.2645711940917125
7820,KIAA1377,0.5818558373051537,0.23442824071569954
10389,OR2L13---Cluster2,0.5816796497650968,0.22165670224956266
10689,PCDHB3,0.5816195466803995,0.2510119322052396
3179,CHST6---Cluster2,0.5814815152501587,0.16526944596481327
16425,XK---Cluster1,0.5811698156639417,0.12333134342293366
2341,CACNA2D2---Cluster1,0.5811388223465568,0.1437528924734125
10006,NLRP6,0.5808852740306204,0.24611661556961745
4845,EPAS1---Cluster2,0.5807679936969359,0.2504206057631818
1508,BTK---Cluster1,0.5803144634920733,0.13100994715072384
15285,TMPRSS11F---Cluster1,0.5801675274301804,0.205246731155094
10531,PACRG---Cluster3,0.5800462133432815,0.23158491834458805
7310,INF2,0.5800210394233373,0.18641704807181694
13817,SLC6A8,0.5797443143408214,0.16005324574354166
2405,CAMKK1,0.5796062637115592,0.13760130737191384
10273,NUP62---Cluster1,0.5794863731704293,0.17778934558505022
1432,BOLL,0.5785871779281607,0.14751993352837126
9548,MYCBPAP,0.5785740617639483,0.194165334671656
6134,GNASAS---Cluster2,0.5784462357755664,0.11197639490987417
9528,MXI1---Cluster2,0.5783768645480105,0.29183929634302475
9017,MFNG---Cluster1,0.5783095868724338,0.240639219483294
12256,RAX2,0.5783049293224442,0.1901691259927646
14843,TEX19,0.5779310123229813,0.22325274761403147
7026,HTR1D---Cluster1,0.5774874901487957,0.18292114120706968
6712,HIPK3---Cluster1,0.5774739794437013,0.11607531140519155
4164,DHFR---Cluster1,0.5770889070615772,0.20760075054552896
256,ADAM30---Cluster1,0.5769918537964406,0.2418648852555452
8460,LPPR3---Cluster2,0.5766905883267506,0.2251095394665316
11255,PM20D1,0.5766483423480802,0.3106403765857129
7875,KIR3DL2,0.5764704054050179,0.20210679824853126
15289,TMPRSS6---Cluster1,0.5759556309620294,0.15592864151568273
4595,EEF1B2---Cluster2,0.575519879514587,0.0672891110681684
1845,C1orf150,0.5754869033170665,0.2325757196403327
3206,CIRBP---Cluster2,0.5753712177705335,0.28672475069158543
12550,RIT2---Cluster1,0.5752898848848593,0.24541186499784484
2984,CEACAM6---Cluster1,0.5750427190192885,0.16996610984615576
2422,CAPG,0.5748325198537362,0.16925965896561768
7601,KCNAB2,0.5744726776517798,0.291144298386957
14509,SULT1C2---Cluster1,0.5742644997538213,0.23401809512901645
7704,KCNQ1DN---Cluster4,0.5742629160044389,0.12466552629399533
976,ASF1A,0.5742413158184719,0.2228152081432998
8674,MAGEB4---Cluster1,0.5739666830130742,0.20943341585457206
14104,SOX15---Cluster1,0.5735353051727076,0.19224387749206745
15052,TM9SF4---Cluster1,0.5733656811164726,0.17220987517448347
15276,TMIGD2---Cluster1,0.5732829675449613,0.2137331991370884
14936,THNSL2---Cluster2,0.5732304568879416,0.2776860001277041
9843,NEFM,0.5730148165043969,0.2890743664102889
10070,NOX1,0.5722657291498255,0.1707622293190718
15313,TNFAIP8,0.5719888463148738,0.2743986109966402
10330,ODF3L2---Cluster1,0.5719411620369668,0.1992194257356018
7585,KBTBD5---Cluster2,0.5715778190986256,0.2332579662015297
2011,C2CD2,0.5712280133693071,0.18422751373081814
15984,ULK2---Cluster1,0.5711828544061689,0.2046756572277328
7126,IFNA14,0.5710261655599598,0.2307061023065713
2234,C8orf4,0.5709230103251336,0.22919583287189135
3685,CSN1S1,0.5709158662998479,0.1470665269401821
4779,EMILIN1---Cluster1,0.5705763146855088,0.16819008206632968
1599,C11orf67---Cluster2,0.5703339990115462,0.14281456855287067
3665,CSAG1---Cluster1,0.5698969096122821,0.17800985967527558
6496,GUCY2F---Cluster1,0.5692108590908741,0.16318395354466214
15292,TMSB15A,0.5689984377881325,0.11651133886952375
9146,MKX---Cluster1,0.5686310106862104,0.22437185795074288
16224,VSIG4---Cluster1,0.5684673223260549,0.182140823273614
14139,SPAG6---Cluster1,0.5684085757173141,0.23738188165956955
7291,IMP4---Cluster1,0.5683137580782279,0.2896481766259191
1909,C1QA---Cluster1,0.5682393129582429,0.14514663423003682
2305,CA4---Cluster2,0.5681715230012621,0.1756342294199517
6576,HBG1,0.5681431966501732,0.2750065626140521
6004,GIMAP4,0.5678965383557762,0.2485671591602455
14550,SYCE1,0.567853274929443,0.17671460119147722
282,ADAMTS8---Cluster1,0.5677810128649577,0.1827391867207359
15310,TNFAIP2,0.5677137249053842,0.222174471470612
980,ASGR1---Cluster1,0.5675180075762698,0.1718647857107775
15739,TTLL7---Cluster2,0.5674643757410142,0.2305452205416933
49,ABCC13---Cluster1,0.5672738789331839,0.19955631670105226
1120,ATP6V1E2---Cluster2,0.5672337510115283,0.13045819014655588
10393,OR51E2,0.566617336841886,0.20297487665067268
9414,MSR1,0.5664435476450526,0.27991790240242154
8960,MEG3---Cluster2,0.5657213181947741,0.13635136256856667
10396,OR5V1,0.5656868810184277,0.30541208806435005
2354,CACNG5---Cluster1,0.5653048140474083,0.1577423763123447
6105,GML,0.5652845059464484,0.2674843544484036
10285,NXN---Cluster2,0.5651889132147927,0.2961662247726979
8391,LOC388428,0.5647166813408282,0.21182547534626286
12885,RUNDC1,0.5643754236219062,0.22513514712495186
5885,GATAD2B,0.5642986234558618,0.16421270819098546
9578,MYL5,0.5637976534184131,0.11484940260283427
7239,IL1RL1,0.5636462491521583,0.1804822640829266
5387,FCN1,0.5630819770752709,0.2381692783745586
14056,SNX33,0.5630746471204179,0.19930374371265686
3,A2ML1---Cluster1,0.562718699681396,0.2333811838843908
7060,HYLS1,0.5624651567214954,0.20685348971311526
11428,PPDPF,0.5624544142005906,0.27973159006453474
11891,PTGIS---Cluster2,0.5624274947308504,0.2297258236852923
7050,HTRA4---Cluster1,0.5622481218037836,0.29110920015706826
14760,TCF21,0.5616334051759102,0.2485737227253546
2002,C22orf31---Cluster2,0.5615193379078564,0.24121617933954306
1785,C18orf34---Cluster2,0.5614789850289155,0.20751911935406034
6242,GPR128,0.5613706146138433,0.2670952612334537
3715,CSTA,0.5612904576417921,0.2452435151574995
12409,RENBP---Cluster3,0.5609750376325374,0.2385785397278767
3250,CLDN15---Cluster2,0.5608504260013086,0.2313584978651828
15107,TMEM130,0.5608160454120025,0.20827027128345146
2671,CCL25,0.5607358188619163,0.1989891903494747
7251,IL25---Cluster1,0.5606879487511255,0.19320403289986388
9253,MORN1,0.5603655701694097,0.28038750635720666
6978,HSD3B1,0.5602151811944949,0.2556691194683192
1131,ATP8B1---Cluster1,0.5601867028486844,0.17789984436881326
14355,STAB1---Cluster1,0.5597017264266451,0.17865740917477693
10366,OPRD1,0.559515285448005,0.2657536490263236
7459,ITGAD,0.5593100328068719,0.2354561209064891
147,ACMSD,0.5591616828354339,0.2278028586186153
15620,TSC1,0.5590312453103492,0.213512302369988
10092,NPFFR2---Cluster1,0.558958097471364,0.2153626143113764
12510,RHOJ---Cluster2,0.5588358381035089,0.29594256483893416
2377,CALCRL,0.5587844655673723,0.21864855265053074
4676,EIF2B1---Cluster1,0.5586038499796494,0.18128538786061715
11681,PROCA1---Cluster1,0.5585271826302683,0.2368612478571901
3052,CES3---Cluster1,0.5583892115449386,0.22402666095610868
15452,TPSAB1,0.5576049712705724,0.2299471619135519
13010,SCARB1,0.5570431346770212,0.11691273694527628
3768,CTSG,0.557001135907599,0.2751749621216701
10205,NTM---Cluster1,0.5567353967886784,0.2309919803863073
10602,PAR5---Cluster1,0.5562330448305229,0.19892001370539655
10970,PHB2---Cluster2,0.5559925652622398,0.17490449461169988
10690,PCDHB4,0.5558071427429709,0.2284374400975017
11103,PIP,0.5557905060946539,0.25365841193543404
3181,CHST7---Cluster2,0.5554717604287973,0.184061846833213
6010,GIP,0.5551381503663742,0.25248614561208976
14582,SYNPO2L---Cluster2,0.555099731044828,0.20632661686205706
4560,ECE1---Cluster2,0.555096192920314,0.2476626511933576
3281,CLEC4G,0.5550275656875158,0.20162358959453167
1709,C15orf52,0.5548331087360154,0.15654192467744385
11248,PLXDC1---Cluster2,0.5547802672658554,0.15408373542007472
15671,TSPAN32,0.5544293089734048,0.18676246517756773
1971,C21orf29---Cluster1,0.5544181152119961,0.2786248337358219
8643,MACF1---Cluster2,0.553373048107803,0.2311825721340281
409,AGXT2---Cluster1,0.5531731184125318,0.2229455594585328
13991,SNORD109B,0.5530691353128746,0.2247573230277368
11766,PRSS50---Cluster1,0.5528032055381948,0.2096958775404805
2039,C2orf58,0.5527981054371125,0.1946125060009224
3242,CLCNKB,0.5523012959625283,0.20753678065961628
16203,VPS37B---Cluster2,0.5522334969694582,0.2719255421133059
8107,LAIR1,0.5515285167011552,0.18869874882363105
8178,LCN6,0.5514979985656553,0.2246306910179588
5046,F2RL3---Cluster1,0.5514788356506506,0.1183371846145838
11132,PKD2L1---Cluster1,0.5514388317127549,0.1768652460542131
16223,VSIG2,0.5509932183035168,0.2541527882973987
3737,CTHRC1---Cluster1,0.5507325802811883,0.1922482263269926
8481,LRMP---Cluster2,0.5505284916614214,0.24579380170885756
13349,SH2D1A---Cluster1,0.5503064227390922,0.1815541185089372
7128,IFNA8,0.5500556200101174,0.26723287468128043
11173,PLAC1---Cluster1,0.5498118169896895,0.17482785734034775
8608,LYN,0.5495068387252385,0.2844610977874336
78,ABHD14B,0.5493570316488237,0.1996965087599056
11666,PRLR,0.5492353459506959,0.2218080022263212
15532,TRIM31---Cluster1,0.5491181794490723,0.19121465409832966
4740,ELF5---Cluster1,0.5490428857998533,0.17139812826218115
8671,MAGEB18,0.5490117113338385,0.23314206927795705
12842,RSPH6A---Cluster1,0.5483613546895232,0.2269903659168085
16951,ZNF662,0.547540599286378,0.2162150645968827
1840,C1orf124---Cluster1,0.5467974227431514,0.222598839557965
16991,ZNF746---Cluster1,0.5466384866974671,0.2332296687852928
5430,FGF1---Cluster1,0.5464927377343297,0.15799288549898213
11776,PSCA---Cluster2,0.5464336221431799,0.27759695130224954
6949,HRC---Cluster1,0.5459409839450945,0.16733849478843266
7193,IKZF1,0.5458435352810025,0.2500492002651795
1650,C13orf36---Cluster1,0.545361781548294,0.2054773922440039
2777,CD300LF,0.5452002744055757,0.2507039170991448
994,ASPHD2---Cluster1,0.5449991230189004,0.14468568216081432
697,AOC3---Cluster1,0.5439713998689683,0.17145213870590303
13798,SLC5A8---Cluster5,0.5436548333029041,0.2395186290920648
2208,C7orf46---Cluster1,0.5434101392021016,0.044377562112939715
11045,PID1---Cluster1,0.5433968367797276,0.2390878815753035
9302,MRGPRX1,0.5432580192817703,0.2292088844169397
8085,KRTAP8-1,0.5430343046374494,0.2818077657482585
17033,ZNHIT6---Cluster2,0.5430222143573654,0.2774230656724644
6199,GP2---Cluster1,0.542994424483771,0.2765582785006605
13216,SERPINA3,0.5427759688167616,0.1988554931720346
5590,FNDC5---Cluster1,0.5425031614543033,0.13978831756708993
10474,OTX2,0.5424540937394057,0.24513434475204385
3704,CSRNP3,0.5424345990161736,0.18234639261715374
4739,ELF4---Cluster1,0.5421113757940075,0.17772380783520397
9704,NBL1---Cluster1,0.5420341148760546,0.21819946012362074
695,AOAH,0.5419290639921981,0.2008697162585768
4775,EMD---Cluster1,0.5415510902744917,0.19977089657288427
3599,CRCT1,0.5411240595583502,0.1925898846532924
6266,GPR17---Cluster1,0.5409583220847447,0.22692486471401235
3541,CPA1---Cluster2,0.5408754355201907,0.19627260870412336
2453,CARTPT,0.5408683451659865,0.1929058318002003
12287,RBM15B---Cluster2,0.5408669991714313,0.25628971655767685
14643,TAGLN,0.5407851173576996,0.19501083160359986
9818,NDUFS2---Cluster2,0.5407272962536439,0.13286724862762014
14561,SYN1---Cluster1,0.5405151975907801,0.16286887400535496
16831,ZNF438,0.5404379347130212,0.2020217070422739
600,AMTN,0.5403839790254199,0.1968025141053976
11975,PUF60---Cluster2,0.5403797651297552,0.2059113330017314
11903,PTK6,0.5400121590437924,0.2254275506317197
4448,DSCAML1---Cluster1,0.5399147639474825,0.18039145194923625
8076,KRTAP19-3,0.5399136869936966,0.2972620895514527
2964,CDO1---Cluster1,0.5398680183976795,0.2279866860430671
14665,TAS2R16,0.5395377733865616,0.3054763487854004
15038,TM4SF19---Cluster1,0.5394782747653889,0.2895091377280688
9388,MRVI1---Cluster1,0.5391654144300334,0.16988630293811502
3682,CSHL1,0.5391628689727842,0.14066192396101393
3438,COL18A1,0.5389305712119868,0.15289552392844286
10449,OSTN,0.5386681680071318,0.13954515829201128
7485,ITK,0.5386413597980738,0.2281449865205032
15623,TSC2---Cluster3,0.5384725896813406,0.1822996437090052
7837,KIAA1984---Cluster2,0.5383163942768365,0.23767171554467675
3284,CLEC7A,0.5381773715422021,0.22198630594589105
6407,GRM8---Cluster1,0.5380796529270597,0.25922082271160896
2896,CDH24---Cluster1,0.5379442192027621,0.17225855584963234
3434,COL14A1---Cluster1,0.5376578239597014,0.30895016251771623
7344,INS-IGF2---Cluster3,0.5376412282651831,0.251825141337751
10195,NT5C1A---Cluster2,0.5374518860597916,0.17014583800718425
8812,MARVELD1---Cluster2,0.5372283506951212,0.11004955616314704
15733,TTLL2,0.5369981181325714,0.2340667688674941
6730,HIST1H2AC,0.5368468343578721,0.04141388541114184
2048,C3---Cluster1,0.5365989921359943,0.2293994674571876
13234,SERPINB9---Cluster2,0.5364894884173136,0.08818675137722827
5812,GAL---Cluster1,0.5364122500351266,0.19390082017386148
461,AKAP14---Cluster1,0.5361414961661143,0.15081782098463345
7072,ICAM2,0.5359115220377496,0.2408447064983311
4372,DNMT3A---Cluster2,0.5358220455987689,0.15056723046026246
3418,COG5---Cluster2,0.5357989078808053,0.2120703150073837
7206,IL13RA2,0.5352762120902356,0.2317587339246963
4552,EAPP---Cluster2,0.5352740274388512,0.2085364109817532
14123,SP2---Cluster2,0.5350795319908753,0.20078246065745392
15771,TUBB6---Cluster1,0.5348519160602694,0.2959060298252937
15664,TSPAN16,0.5347211179823453,0.22406678842475225
5995,GHDC---Cluster2,0.5345090358645139,0.17422777276955292
3283,CLEC5A,0.5344780396984037,0.2649404683177328
6352,GRB10---Cluster4,0.534256651723924,0.14318792921518214
7417,IRGC---Cluster1,0.5339362940292592,0.16081844395994524
11794,PSKH2,0.5339003658118465,0.19568296717473624
1923,C1QTNF9,0.5338998543463891,0.24580266942259085
9234,MOCS1---Cluster2,0.533770249906533,0.17675237196829388
8183,LCP1---Cluster2,0.5337657480176738,0.2895564175290433
10380,OR1D2,0.5337041349205629,0.2482403090482633
15943,UCN2---Cluster1,0.5336360911275364,0.17557224434027272
14784,TCP11---Cluster1,0.5334328135879293,0.18983372771289414
7580,KBTBD10,0.5332419569926792,0.1705518580899608
5658,FOXS1---Cluster1,0.5332066680616334,0.21312504471176447
13477,SLAMF8---Cluster1,0.5329907678100412,0.15748631721200698
13769,SLC46A2---Cluster2,0.5329194278544517,0.1658564654879681
7230,IL1F7,0.5328165924981709,0.18974586645435212
690,ANXA4---Cluster1,0.5328148641215849,0.20235723181473292
13039,SCMH1---Cluster1,0.53266790796497,0.27806956084964274
14775,TCN1---Cluster1,0.532527948637478,0.25959809918524523
14792,TCTEX1D1,0.5325218005063616,0.2690469601097797
1997,C22orf27,0.5324995600362002,0.2225798387476165
4738,ELAVL4---Cluster1,0.5323756068362664,0.1914136016474104
7929,KLHL10,0.5321460680101426,0.22844512933742356
8670,MAGEB1,0.5314818690804075,0.2333351896091597
5089,FAM10A4---Cluster1,0.5313776865050425,0.08016032061205185
3636,CRNN,0.531327544593409,0.2280836072149549
8121,LAMC2---Cluster1,0.5313098544444175,0.20162299582382892
235,ACVRL1,0.5313055846179082,0.20827560592164548
9521,MX2,0.5312868361782629,0.2627709555197312
2759,CD2,0.5312656779640649,0.15548258890191347
10960,PGRMC1---Cluster1,0.5310938245960197,0.1711434747013453
6024,GJA5,0.5308845636831633,0.18351498844179093
3151,CHRM5,0.5306178161901772,0.21764733052252747
16161,VIL1,0.5306130925616039,0.17662392082581174
10764,PDE3B---Cluster1,0.5303900607501492,0.22016446943210347
14189,SPIB,0.5295140105171432,0.26192232703195745
14533,SUSD1,0.5293646485714674,0.2241730434892266
6836,HNF4G,0.5292062152607615,0.2919599981999857
14838,TET2,0.529122225914472,0.2837100620404422
14740,TCAP---Cluster2,0.5269906042139059,0.17695624937599352
9211,MMP9---Cluster2,0.5269388813802812,0.21765551024619714
14481,STXBP2---Cluster1,0.526590132285591,0.2464237507248969
570,AMBP---Cluster1,0.5262002006171694,0.256700514169433
2367,CADPS2,0.5260922475318212,0.2767278776840538
17043,ZPBP---Cluster2,0.5260443114802255,0.1518352723496602
1027,ATF7IP2,0.5257420245572333,0.07353547100059041
8510,LRRC25,0.5253724463448728,0.16846582764407633
9793,NDUFA13---Cluster1,0.5253050140548876,0.27206544618116585
6936,HPS4---Cluster2,0.5252686036207012,0.1839103279727604
9602,MYO1C,0.5251604470022232,0.13780708743083192
4878,EPHX4---Cluster2,0.5251004473373899,0.22246664012002032
6644,HEPACAM,0.5250796848476168,0.263529418167983
6815,HMGCL---Cluster2,0.5250684804525004,0.2532676078968762
7323,INHBE---Cluster1,0.5250283803655591,0.18708963365139106
16141,VDAC3---Cluster1,0.5249819288885146,0.21995837577289792
16644,ZIC1---Cluster1,0.5248868954908493,0.2409837235649312
2807,CD5L---Cluster1,0.5247200370723141,0.20510279959568944
11119,PISD---Cluster1,0.5245773011567404,0.21096569486204347
10112,NPTX2,0.5244163393883112,0.2684652837229522
7784,KIAA0319L---Cluster1,0.5243011503110765,0.12822898670205776
58,ABCC8---Cluster2,0.5241709849134366,0.1802801744787967
1515,BTN3A2,0.5241544055158504,0.2294388419690369
13825,SLC7A5---Cluster1,0.5239416042809023,0.11512297359656935
6508,GYS2---Cluster1,0.5237835756114971,0.2178072616466788
8958,MEFV---Cluster1,0.5234931651549208,0.17013245826177786
4216,DIRAS3---Cluster1,0.5231625493581895,0.1763865315431817
5669,FRK---Cluster1,0.5228739739337216,0.23876074446060305
6549,HAND2---Cluster1,0.5223507316457882,0.25814274698149925
267,ADAMTS13---Cluster2,0.5222670743159513,0.05779849557785905
8961,MEG3---Cluster3,0.5217875252265741,0.2015545652882479
16749,ZNF264---Cluster3,0.5215097370436533,0.22623717294283924
13325,SGCE---Cluster1,0.5213038281409196,0.14423731081912733
6579,HBZ,0.521189025692894,0.2955993257367185
12894,RUNX3---Cluster2,0.5207968623255564,0.2574003055547712
23,AATK---Cluster1,0.5206785920783685,0.2050138981618811
8427,LOXHD1,0.5205709957067353,0.1947601712279997
6036,GK2---Cluster1,0.520267289367719,0.19278203825956028
34,ABCA6,0.5197770385027888,0.22296296056398396
11786,PSG3,0.5194929665901384,0.24323280015270385
6927,HPD---Cluster1,0.5188451532324171,0.1418163002620582
13483,SLC10A2,0.5185854104520975,0.26252013353290243
7700,KCNQ1---Cluster10,0.518506114449704,0.2215834450760584
9855,NEK7---Cluster1,0.5184742384703034,0.18328840249305314
10451,OTOA,0.5180882118763135,0.2409866364616733
7018,HSPG2---Cluster2,0.5175086075021895,0.27607666894130284
5959,GFAP,0.5165838274488729,0.1956886088471489
7134,IFNGR2---Cluster1,0.5163868564104812,0.31338857495505074
2095,C4orf26---Cluster1,0.5163422348010918,0.19935513354475268
15826,U2AF1L4---Cluster2,0.5160536553135318,0.1867110400891412
6685,HHLA3---Cluster3,0.5155051635311789,0.14619262979965952
13296,SFRS12,0.5149092267527093,0.15670359488595728
4887,EPOR,0.5144692246059562,0.17702639852290253
0,A1CF,0.5138446556905053,0.19766617962170072
7547,JPH4---Cluster2,0.5129384971067054,0.2306344312583344
3187,CIAO1---Cluster1,0.5126421935730003,0.1875807260157632
6103,GMFG---Cluster1,0.5124403808249004,0.18603414297898246
1976,C21orf57---Cluster2,0.5119232989957717,0.23965708243998365
15456,TPTE,0.5119080688654235,0.12264916868561301
5797,GABRQ---Cluster1,0.5118532977489044,0.22890343214433675
3145,CHRD,0.5114615649036102,0.186168920699486
5862,GAS2---Cluster1,0.5112695908092322,0.2300257815219669
1397,BMP15,0.5112475775802537,0.20607015884882496
5471,FGG,0.5109663991792415,0.23052432268311285
5839,GALNTL5---Cluster1,0.5107661094255046,0.1749243341000658
10660,PCBP3,0.5105190185295095,0.2805785345884876
2913,CDK18---Cluster1,0.5100488568562896,0.13082694621270932
12731,RPL36,0.5097148445269843,0.26928097868465883
5137,FAM135B,0.5095690096096953,0.2850306908486903
16194,VPS28---Cluster2,0.5089626109534285,0.19189348621783128
8191,LDB3---Cluster1,0.5089312196783847,0.1759500897866151
10858,PEG3---Cluster1,0.508706936809683,0.16765578460074335
14177,SPERT,0.5086590196963863,0.16014135923452366
1910,C1QB---Cluster1,0.508405651215456,0.21324420991228335
16380,WNT16---Cluster1,0.5083528678345408,0.21611633097022845
2804,CD53---Cluster1,0.5080738598046931,0.2327966262179428
10132,NR1I3---Cluster1,0.5080240741626194,0.1625571724074092
6307,GPR75,0.5077407176761183,0.278123283726593
7176,IGFBP6---Cluster2,0.5076460403752362,0.24403805214455274
14222,SPRR3---Cluster1,0.507371113863149,0.26778459361879764
3447,COL2A1---Cluster2,0.506871334660496,0.21479697017895646
13552,SLC1A6,0.5067013293240628,0.2694253660112429
13353,SH2D3C---Cluster2,0.5065562249748498,0.1872352990560069
14773,TCL1B---Cluster1,0.5063226270699378,0.19013849076065736
16850,ZNF485---Cluster2,0.5061641367031896,0.15605639714812086
15520,TRIM22,0.5059611303944486,0.1680413141697141
15564,TRIML1,0.5055198541745723,0.2554729540894338
14255,SRCRB4D,0.5052463366153235,0.2699207054802274
847,ARHGEF15,0.5051309316247359,0.2362451937441223
3333,CLTB,0.5048164545609674,0.16675709340187975
9144,MKRN3---Cluster1,0.5045182028399393,0.17282931944025154
14019,SNRPN---Cluster1,0.5042519629466025,0.1848996259702731
6387,GRIN3A---Cluster1,0.5041211453271691,0.2307875135046655
5592,FNDC8,0.5040692566235979,0.2461453672677989
2725,CCRL2---Cluster1,0.5039443622948895,0.2127363917809397
2262,C9orf167---Cluster1,0.5039362538171075,0.20787986302228284
16132,VCAM1,0.5032880809014785,0.1757507136277415
10586,PANX3---Cluster1,0.5027329977920589,0.1626894224029022
8846,MBNL1---Cluster1,0.5026001101961555,0.1920518783947651
14438,STMN2,0.5023569568542089,0.2411324195079507
13844,SLCO1B1,0.5023259498014809,0.25340081661161584
4247,DLG2---Cluster2,0.5022762091884085,0.2712945336574419
8928,MED12L---Cluster1,0.5021039420921908,0.14865725582628386
2049,C3AR1---Cluster1,0.5020406354250521,0.1765981422286553
7096,IDO2---Cluster1,0.5019341125747095,0.1238768133808156
7809,KIAA1191---Cluster2,0.5018249611711667,0.2539163151340679
6053,GLIPR1L2---Cluster1,0.5016486420182406,0.2324898536781681
9715,NCAN---Cluster1,0.5015524404731955,0.1832355138895186
7469,ITGB1BP2,0.5014346185220548,0.15195940204090636
1813,C19orf54---Cluster1,0.5014125141929555,0.2387019918853655
2738,CCT8L2---Cluster1,0.5012904247604829,0.2401269726985338
2895,CDH22,0.5012251488073229,0.22273974738399605
2088,C4BPB,0.500930110959026,0.1813140421116948
6589,HCG9---Cluster1,0.5008004642496435,0.3060232136292085
5934,GDF3,0.5005998363689809,0.30932593204750913
13226,SERPINB4,0.5000072262996762,0.2574332682644402
5073,FAIM2,0.4998828237470554,0.3036652214209823
8027,KRT23---Cluster1,0.4998195536462402,0.2311164878681703
15250,TMEM71,0.4991603954359553,0.2851337482424397
7862,KIF5A---Cluster2,0.4990669574252107,0.22006123936143934
3140,CHP2---Cluster2,0.4988683507270376,0.2556980138375081
13161,SEMA7A---Cluster1,0.4988290567321675,0.1946837966079542
2669,CCL23---Cluster1,0.4988271255199346,0.2546084594922671
13223,SERPINB10,0.4988163826502308,0.22190906788735287
8627,LYZ,0.4983802875042397,0.23353277047839816
3123,CHM---Cluster1,0.498282600046903,0.2536001751120243
5313,FBLN2---Cluster1,0.4981847936269245,0.18528292143072225
2638,CCDC88B,0.497884027531949,0.21596498142909604
4210,DIO2---Cluster1,0.4976941820053978,0.2622013519964061
6125,GNAS---Cluster1,0.4973920662264629,0.18160738897806208
3742,CTNNA3---Cluster1,0.4973085428536614,0.18702614080957086
2399,CAMK2A,0.49688867680287196,0.2608781882370332
14842,TEX15---Cluster1,0.4968783265078199,0.14129844609073386
12883,RUFY3---Cluster1,0.496603750467575,0.16378590344780014
15994,UNC45B---Cluster1,0.4965774007240095,0.1966460325459295
13033,SCGB2A2---Cluster2,0.496505424318468,0.2310025865384398
8501,LRRC15---Cluster1,0.4960442751016218,0.1811604560775005
14608,TAAR5,0.4958645805228666,0.270504414454901
8431,LOXL3---Cluster1,0.4958122931525572,0.18278552071209755
336,ADORA2B,0.4957892418619443,0.1878285017567224
3914,CYP4F11---Cluster2,0.49562641210177205,0.2298870959474137
1927,C1S---Cluster1,0.4956077879956474,0.15372472559969547
10516,P4HA3---Cluster2,0.4953966057612143,0.1818605472176756
7069,ICA1L---Cluster2,0.4949851804139183,0.16742311296378531
2690,CCND1---Cluster5,0.4945257218799048,0.13711387324388566
4356,DNASE1L2---Cluster2,0.4944215139224513,0.16313488485111086
5385,FCGRT---Cluster2,0.4941578123508925,0.2244166674844758
5559,FLRT1,0.4941252096166858,0.27076589674975643
3382,CNOT6---Cluster1,0.4939278817289816,0.28326056829564505
12074,RAB33A---Cluster1,0.4937517025565056,0.1722169673303987
16647,ZIC3,0.4931406297698928,0.12286505970268173
6930,HPR---Cluster1,0.492935964300284,0.2093467059429496
8386,LOC348840---Cluster1,0.4927874316328938,0.12417682986318745
13800,SLC6A11,0.4927637865606401,0.22802440265463714
2008,C22orf45---Cluster3,0.4926326036474724,0.2115089311204041
10856,PEG10---Cluster3,0.492555605802123,0.17044401239801052
6254,GPR152---Cluster1,0.49194720488944205,0.1949033415773112
13579,SLC24A2,0.4918694461319065,0.3109622969489436
11032,PI15---Cluster1,0.4914512355095348,0.2768720505125348
5481,FHL2,0.4911753789112263,0.2401164618460267
14287,SRRM3,0.4911352886183483,0.2870142094460241
15748,TUBA1A---Cluster2,0.4910263825675487,0.21353968707867102
4876,EPHX1---Cluster1,0.4908782651041466,0.12544239340319005
13872,SLN---Cluster1,0.490827072515092,0.2503894011581982
