UTR5_A4_minus_S4_divavg,TSS200_A4_minus_S4_divavg,TSS200_primate,first_exon_avgMval,first_exon_avglogFC,first_exon_numHypo,CDS_S36,UTR5_A27_minus_S27_divavg,TSS200_placental,fullTranscript_A36,TSS200_vertebrate,fullTranscript_S36,fullTranscript_avgMval,TSS200_A27_minus_S27_divavg,UTR5_avglogFC,last_exon_A36,CDS_A36,UTR5_avgMval,first_exon_S4,first_intron_avgMval,TSS1500_A27,first_exon_primate,UTR3_A36_minus_S36_divavg,first_intron_A4,UTR5_numHypo,first_exon_A4,TSS1500_A4_minus_S4_divavg,intron_A36,last_exon_S36,first_exon_numHyper,TSS200_A36_minus_S36_divavg,UTR3_A4_minus_S4_divavg,exon_S36,last_intron_A36,intron_S36,CDS_ATT,TSS1500_S27,TSS1500_A27_minus_S27_divavg,TSS200_A4,exon_A36,CDS_TA,CDS_TT,TSS1500_avglogFC,CDS_TAA,CDS_AT,TSS200_A27,last_intron_S36,CDS_C,first_intron_avglogFC,TSS200_numHyper,fullTranscript_length,first_exon_A27,CDS_T,first_intron_length,first_intron_A36,CDS_ATA,UTR5_numHyper,TSS200_CG,TSS200_GC,TSS200_S4,CDS_AAT,last_exon_length,TSS1500_avgMval,fullTranscript_avglogFC,fullTranscript_A27,first_exon_placental,TSS200_CGG,regulated
?,2,0.986185,?,?,?,0.133487634613067,?,0.96499,0.19552366823858,0.997635,0.118534508834915,0.895973478656533,0.353189613421746,?,0.181189640589464,0.182699244247321,?,0,?,0.213497250171841,0.777148148148148,1.10252957074363,1.35299681709063,?,1.75904324749201,1.68548947446904,0.178937936476626,0.0524128266334807,?,0.501245498175046,-0.660430455190729,0.254455819623834,0.260394024592497,0.0893501650935116,0.0255636710066688,0.0842824272108511,0.867855214947588,1.6283714633926,0.303326372733196,0.072397476340694,0.0824921135646688,-0.506489399339676,0.0190536678310575,0.0929022082018927,0.451628798440432,0,0.197273581949232,?,?,235843,0.152063568498462,0.278282670009401,341,0.110300499175707,0.0274690377897745,?,0,0.045,0,0.030485868529692,1204,-0.294967448615228,-0.170486729222212,0.334420826876767,0.985592592592593,0,Down
-0.501210332676738,-0.734931371176116,0.257285,?,?,?,0.171948346775779,0.487966212090369,0.49448,0.0849679297114072,0.47123,0.142556573644678,-2.91213594094936,0.284373811241619,0.400179128617551,?,0.122983553849317,-3.38801917957782,?,?,1.59849223205583,?,-0.70851569728316,?,0,?,-0.533535844914615,?,?,?,2,-0.412008129948417,?,?,?,0,1.81207218503331,-0.125246104080196,3.2567429267852,?,0.00273224043715847,0.0163934426229508,0.173563847992516,0,0.0163934426229508,1.68334370327797,?,0.326975476839237,?,4,1328,?,0.138964577656676,?,?,0,2,0.155,0.16,7.04069976551505,0,?,-3.07605495762264,0.386492582717971,2.19507425309903,?,0.085427135678392,Down
?,-1.14223264145915,0.32645,?,?,?,0.293511829147492,?,0.07421,0.138663484678032,0.057925,0.345332898060917,-0.0819772807346792,-0.878297708947506,?,?,0.104965033169069,?,?,?,0.125908634716727,?,-0.757986478450157,?,?,?,-0.612424427266335,?,?,?,-2,-0.483974428936069,?,?,?,0,0.252847281632554,-0.670292615568105,5.56360249992472,?,0.0111731843575419,0.021415270018622,0.0942362860426177,0.00186393289841566,0.00651769087523277,0.246342980967508,?,0.354418604651163,?,4,1736,?,0.135813953488372,?,?,0.00186393289841566,?,0.09,0.11,20.3809730054383,0.000931966449207828,?,-2.90091693989402,0.284497368085031,0.212853958209253,?,0.0301507537688442,Up
-1.11373160743149,-1.4671050404437,0.207325,-3.47978436726599,-0.0206384395644316,1,4.13307791363441,2,0.23271,2.2295833144439,0.233305,2.28899479848621,-1.60899806546772,-0.247922698651056,-0.391589540236974,2.95681846807665,3.27657088808024,-1.59767289071198,105.239777345241,-2.14305715872022,0.213497250171841,0.01118,0.357889291399156,10.4141213410949,2,23.339990975294,-1.38710724615358,3.19503779278966,2.2980449282097,0,0.46700992200238,1.17441205283139,4.40267743721238,2.21935032098577,2.29010237661451,0.00322927879440258,0.126423640816277,0.512316904691849,12.4163324083686,3.84871788286585,0.0471092077087794,0.0364025695931477,0.00975670710629441,0.00645855758880517,0.019271948608137,0.246342980967508,2.36579624308777,0.303514376996805,-0.650729270420544,4,12406,0.328457307956678,0.228966986155485,2679,2.19862367909006,0.00322927879440258,0,0.085,0.075,80.7827657306464,0.00215285252960172,865,-3.03168537345967,-0.615755068889365,0.20783410184265,0.00154,0.0201005025125628,Up
-1.17066048134835,-0.0882467539386174,0.006055,-2.7003401614586,1.02818147367068,0,0.391146962396968,-0.632247839590304,0.032905,0.195025885623354,0.80537,0.148910006668988,-0.345345526186083,-1.45193352237027,1.08877863524923,0.206376562611059,0.108796401459675,-2.62216405747786,2.1344405546077,?,0.29561157716101,0.3837152,0.41506480188863,?,0,1.10729259510697,0.400889880073911,?,0.137583669912887,3,-0.862555069707747,1.0588163322178,?,?,?,0,1.980637039455,-1.48052848884235,0.339244054873459,?,0.0145228215767635,0.0311203319502075,0.231339553176242,0.00208333333333333,0.029045643153527,0.451628798440432,?,0.301652892561983,?,?,48099,1.68170141673819,0.181818181818182,?,?,0.00208333333333333,1,0.015,0.025,0.370563145553424,0.00416666666666667,5504,0.309872831208477,0.261200618351207,1.04258341113715,0.847324800000001,0,Up
?,2,0.07301,-0.0532351494303079,0.667145639429367,0,0.17940310807878,-1.54012552821648,0.058855,0.20380497930361,0.05723,0.175352673196835,0.514034284511614,2,0.667145639429367,0.0989801847866217,0.171087284577871,-0.0532351494303079,0,?,0.0985371923870034,0.0303267326732673,2,0,0,0,0.748888806162371,0.253567214958986,0,1,0.818008181827002,2,0.208957096909638,0.237258624757542,0.227907459630978,0,0.168564854421703,-0.524351369608576,0.271395243898767,0.149453524048674,0.0228898426323319,0.0128755364806867,-0.224920300598951,0.00503959683225342,0.0121602288984263,0.0410571634945847,0.234156004700226,0.323383084577114,?,1,5758,0.0406506569253314,0.171997157071784,94,0.160053064761346,0.000719942404607631,1,0.055,0.015,0,0.00215982721382289,228,0.24115793770428,0.545757704522864,0.126922110143037,0.116361386138614,0.0050251256281407,Down
-1.24252582533381,-1.07100019708806,0.552735,-3.43179837482696,0.0910440645926746,0,1.97914158767262,0.353189613421742,0.424005,1.03116347849237,0.39432,0.811563222895832,-0.778745952529499,2,0.0910440645926746,0.993797378261273,2.1368872770372,-3.43179837482696,56.5595541699774,-0.885806347258774,0.147805788580505,0,0.354228397779378,2.3786454524493,0,9.70118963936382,0.105547356129114,1.5224095088609,0.675436242915865,3,2,1.17441205283139,1.98443532285254,2.37080306320256,1.12687577261984,0.00364697301239971,0.168564854421703,-0.131232567245837,7.73476445111486,2.27094159812324,0.0166787527193619,0.0210297316896302,0.057643387575396,0.00218818380743982,0.0319071791153009,0.123171490483754,1.98883015406158,0.335976928622927,0.231369940436247,4,39423,0.144060222788017,0.166546503244412,12408,0.759039534398503,0.00291757840991977,3,0.055,0.06,25.5688570431862,0.00291757840991977,1635,-0.465946215925828,0.407841191416993,0.166424034863776,0,0.0351758793969849,Down
1.20447541968927,2,0.052175,0.106173253720547,-0.364616550353481,1,0.200040371242926,-1.68119967453796,0.01608,0.368910641632646,0.01857,0.21742865487554,1.3892835325023,-0.878297708947505,-0.364616550353481,0.104169056986118,0.456742505950263,0.106173253720547,0.692640366889829,-0.391871590426272,0.120434346250782,0.0684205607476635,2,0.304368497830393,1,2.79004456344527,1.66627145841694,0.469428457605865,0.124836880844136,0,2,?,0.517254453005826,0.217642490716875,0.146453169004744,0.00146520146520147,0.210706068027128,-0.545217182102003,3.18889411581051,0.36995872346475,0.034407027818448,0.0146412884333821,-0.0492825422280884,0.00488400488400488,0.0124450951683748,0.123171490483754,0.191655342402095,0.341867837112899,-0.488360509558341,0,17414,0,0.155571811753231,4815,0.451505873032889,0.00268620268620269,0,0.055,0.01,0,0.00293040293040293,1011,-0.0441195483890293,-0.566748035298898,0.120714756570733,0.197878504672897,0.0100502512562814,Down
-1.55399721355935,-1.53737124567751,0.19652,?,?,?,0.196656990789611,2,0.26936,0.297226716153337,0.28163,0.263528931084883,-2.99055169658955,2,0.0995099032762084,?,0.265683653900932,-3.0210418601578,?,?,0.279188711763176,?,-0.0328596553225633,?,0,?,-0.624914083914782,?,?,?,-0.70851569728316,-1.06475536714127,?,?,?,0.00762829403606103,0.126423640816277,0.753256502053767,3.05319649386113,?,0.0228690228690229,0.0214830214830215,0.0930565345893933,0.00346740638002774,0.033957033957034,0.0410571634945847,?,0.360803324099723,?,?,3113,?,0.144736842105263,?,?,0.00346740638002774,2,0.18,0.195,23.3454781698657,0.00416088765603329,?,-3.45282289321415,0.0992276415855379,0.287518844902649,?,0.0653266331658292,Down
-1.1467107799233,0.0939482747105319,0,-1.4640637615831,0.0198427966319037,1,1.26540191380501,2,0,1.33736947009686,0,0.673981660299743,-1.0351657796823,2,0.0198427966319037,1.52656969592667,2.34135167709731,-1.4640637615831,11.0469604175844,-1.51486781421744,0.104011480852948,0,0.780659132466736,2.11538057798716,1,2.94438236305266,1.47729539602476,2.46950562043389,0.745740120103755,1,0.501245498175046,0.314530306755271,0.860523317273329,1.41088554954512,1.59356169865431,0.0159433126660762,0.252847281632554,-0.834144016769955,4.8851143901778,1.98320297517922,0.0228471001757469,0.046572934973638,0.0365719006791669,0.00531443755535872,0.0562390158172232,0.123171490483754,0.785307205096846,0.229293809938971,0.0995265512754255,0,17977,0.0774663462161976,0.197035745422842,8057,1.1194576589917,0.00797165633303809,1,0.015,0.055,4.44675774664109,0.00885739592559787,1227,2.15013473581997,0.0262489612038444,0.128810369978004,0,0.0050251256281407,Up
-0.701554548333782,-0.876444118499158,0.40335,?,?,?,0.457835864087382,-0.247922698651055,0.325675,0.260277445044301,0.331565,0.188905489908641,-0.182847753327366,-0.632247839590301,?,0.439391995363153,0.501297466843543,?,4.25235766229903,-0.0631082242011306,0.22444582710373,0.510463114754098,0.323942481725839,0.362743336776987,?,2.05770984103573,0.258547728629459,0.248755656098695,0.329685477840815,?,2,-0.230376359391074,0.452365901553483,0.527705380308345,0.165722362685876,0.00527240773286467,0.463553349659682,-0.695080839139364,2.17116195119014,0.458359852130162,0.0460916442048518,0.0355795148247978,0.204251398733006,0.010815195349466,0.0265498652291105,0.164228653978339,0.474304190623095,0.289668144565363,-0.012340263285547,?,701852,0.201920476202876,0.198844551927986,49791,0.339933152547896,0.00621873732594295,?,0.165,0.17,5.55844718330136,0.00459645802352305,5838,-2.07163460876327,0.631373243017574,0.155301342228025,0.704770491803279,0.0653266331658292,Down
2,-0.308954297611971,0,-0.063348759537281,-0.898880106551254,1,0.184878056445442,-0.878297708947502,0,0.130370955507443,0,0.190070887854219,0.287242164342544,-0.503824893085123,-0.898880106551254,0.161426910810799,0.220385567688962,-0.063348759537281,0,1.45436802069125,0.629543173583633,0,-0.0474525046913689,0.109081689669922,1,0.065239241321819,2,0.12487720173729,0.180558063710188,0,2,2,0.493008150521178,0.158888319348634,0.136640295777793,0.00394736842105263,0.884965485713939,-0.337300563535597,0.271395243898767,0.17630845415117,0.0405759162303665,0.0379581151832461,-0.987232087342567,0.00328947368421053,0.0170157068062827,0.944314760375449,0.246416569376578,0.251953125,-1.20411210936036,0,41833,0.789560836434322,0.190104166666667,622,0.169316586194478,0.00197368421052632,0,0.03,0.015,0.370563145553424,0.00131578947368421,699,1.73467545635503,-0.812695899705573,0.610071781326557,0,0.0150753768844221,Down
2,2,0,?,?,?,1.16153271623256,?,0,2.34646603200578,0,1.17104855102945,1.68964173126527,-0.878297708947505,0.00569608071794716,?,2.39766352560473,1.24080961108924,?,?,0.114960057784837,?,0.549824665932637,?,0,?,1.14198621912552,?,?,?,0.00660578532294234,2,?,?,?,0.00233208955223881,0.463553349659682,-1.205134703497,0.746336920721609,?,0.0284382284382284,0.0116550116550117,?,0.00419776119402985,0.0372960372960373,0.123171490483754,?,0.284715750232992,?,2,2398,?,0.121621621621622,?,?,0.00466417910447761,1,0.01,0.04,0,0.00886194029850746,?,?,-0.146300436805231,0.143819922166185,?,0.0050251256281407,Up
1.24131175069106,1.14198621912552,0.43658,-2.79476336724953,0.44108743264357,0,0.317951689755371,0.560983925593729,0.30137,0.254126277663532,0.180625,0.222195765166495,0.781200108600842,-0.177278975113992,0.491641697557207,0.266079483644735,0.353084445969142,-3.64326780846923,0.341532346807427,-1.06436798851117,1.54374934739639,0.739304147465438,0.150081666130912,0.230774676182599,0,2.0427599003133,1.60130612645075,0.241966379650152,0.234232693348053,6,2,2,0,0.209370485381027,0.175350827534646,0.00538068334678504,2.14920189387671,-0.327896312149303,2.71395243898767,0.562429461217439,0.0515491452991453,0.0349893162393162,0.404709160651839,0.00995426419155233,0.0219017094017094,2.38131548268591,0.21627026978933,0.290904269424556,0.45992359647244,2,130927,2.83805277612337,0.190135242641209,25696,0.216049214053239,0.00564971751412429,3,0.095,0.07,0.741126291106848,0.00538068334678504,2290,-2.80910455643449,-0.00330846342990519,0.669071803616107,0.652192012288786,0.0251256281407035,Down
0.764612051319664,1.49148997959083,0.525055,-3.74455124618199,0.367862146843018,0,0.406255643347924,-1.91523296387743,0.70291,0.398249684670878,0.74459,0.181891007062872,-0.954266682123575,-1.48292171451203,0.367862146843018,0.416374209065493,0.581136878918877,-3.74455124618199,1.75622083547895,-2.31468505641918,0.262765846365342,0.43660663507109,1.34702982738828,6.39961971023118,0,4.75906351860397,0.314528861163148,0.450656325203605,0.232859938253545,1,2,2,0.230310376885806,0.661979475852926,0.145403325499334,0.00144092219020173,3.2870146612232,-1.70390749985402,5.08866082310188,0.274543578240264,0.0208183776022972,0.0165111270638909,0.230762670326845,0.00360230547550432,0.0165111270638909,0.328457307956678,0.189315129800132,0.374821173104435,0.194154549277229,4,8500,0.077833485297791,0.150214592274678,634,0.166111855856412,0,1,0.16,0.11,0.741126291106848,0.00144092219020173,1897,-2.74292351891758,0.888833675167791,0.0869445815179442,0.494445497630332,0.0753768844221105,Down
2,2,0.160015,?,?,?,0.446738777171294,-0.678033923140627,0.33496,0.136690757475147,0.32801,0.242687493465423,1.17663699254143,-1.17508983771982,?,0.107224859421409,0.170412486428747,?,0,-2.48084608862422,0.136857211648616,0.194876777251185,-0.475405000348585,1.21520258462134,?,0.900363368384535,-0.358815099317329,0.143576916316348,0.16865490405357,?,-1.57396254604134,0.587055538288117,0,0.158766205949194,0.251362356483309,0.00616269515201315,0.252847281632554,-0.595271914918629,0.40709286584815,0.161196300938212,0.0542193232776192,0.0456583774969425,0.320797792431426,0.0131470829909614,0.0366897676314717,0.164228653978339,0.174410923601462,0.281957928802589,0.2432092839982,?,190469,0.116750227946686,0.209142394822006,335,0.224552061008455,0.0106820049301561,?,0.04,0.01,0,0.00739523418241578,2245,1.07858017073677,-0.158724130870637,0.332089033279732,0.28324644549763,0.0150753768844221,Down
?,2,0.02376,1.1108126137786,-1.39280094877235,1,0.774545104694771,?,0.03759,0.400616698109603,0.04832,0.41706339632795,1.70384394068258,0.0384728944792472,?,0.340384345872545,0.485949227634577,?,0,?,0.131382923182671,0.275712121212121,0.624150412034497,0.476246461649279,?,1.85042211749159,1.58357342893177,0.5799876514518,0.142771591101156,0,0.728425498071043,2,0.233722382469299,0.262603428437524,0.391053013470034,0.00850785340314136,0.505694563265108,-1.17508983771982,1.08558097559507,1.11444356204196,0.0513654096228869,0.0435630689206762,?,0.0111256544502618,0.0240572171651495,0.328457307956678,0.374805711523495,0.268733850129199,?,?,33893,0.124415646953287,0.215116279069767,4160,0.546104134909265,0.00785340314136126,?,0.045,0,0,0.00589005235602094,221,?,-0.738384369824681,0.229919146468952,0.469712121212121,0.0050251256281407,Up
-1.9597215451256,-1.82491774725746,0.05332,0.334700143686526,-0.454532796304949,1,3.18279558668183,-0.0949822469195277,0.03084,0.783902843287993,0.035495,1.76837048079469,0.0297981201526034,-1.34768610576809,-0.454532796304949,0.994434696490006,1.25861321295113,0.334700143686526,28.7919139560391,-0.164656659512893,0.109485769318893,0.188424460431655,-0.516110103083453,1.36747580243576,1,0.0976241884527939,-0.828939782572082,1.31184957105001,1.5367135773361,0,-0.180500331596968,0.0514479826838361,1.29025181400338,1.24024969093331,1.65458345150522,0.00294695481335953,0.337129708843405,-1.01941804821098,0.814185731696301,1.76177369798641,0.0136652025378233,0.0356271351878965,-0.582079180048004,0,0.0283064909712055,0.123171490483754,1.99591994181387,0.339476236663434,-0.359022514376577,0,45035,0.236300221551567,0.21290009699321,21454,0.554351779771666,0.000491159135559921,0,0.02,0.075,17.7870309865643,0.00196463654223969,1581,0.661766378966427,-0.305069148540539,0.13310416054645,0.246374100719425,0.0100502512562814,Up
2,2,0.26897,?,?,?,0.749877113772615,2,0.05041,0.0661206373016783,0.05769,0.597343208745065,1.88301124594147,2,?,0.0334333068612589,0.110018194424618,?,0,?,0.0985371923870034,0,-1.70552007420872,0.0827424524081606,?,0.366750329592928,2,0.12331957448825,0.560933717926318,?,-1.57396254604134,2,0.891314170433769,0.0909979118199586,0,0.00186915887850467,0.337129708843405,-1.09529787910245,0.0678488109746917,0.212499831745289,0.00924214417744917,0.00924214417744917,-0.213093796948687,0,0.0369685767097967,0.164228653978339,0.890595368683419,0.239488117001828,?,1,1479,0.221930613484242,0.135283363802559,164,0.0458688661206296,0.00373831775700935,?,0.02,0.09,0,0,225,1.77572811335315,-0.263070422695063,0.144352434193266,0,0.0050251256281407,Down
?,2,0.002095,0.879165578497105,-0.024658818521694,1,0.194648498663513,-1.46055449470007,0.000465,0.165581078142156,0.000495,0.148379769783414,0.169812132824227,2,-0.024658818521694,0.133062984265034,0.222751211660454,0.879165578497105,0,?,0.372251615684235,0,0.354228397779381,0.166033287116248,1,0.037177430671064,2,0.348724889446906,0.148832649213941,0,2,2,0.262937680277962,0.216856010230779,0,0.0162805259862242,0.421412136054257,-0.123882488679463,0.339244054873459,0.376124702189162,0.0323182100683654,0.0522063393412057,-0.621026814471225,0.00313087038196619,0.0627719080174021,0.328457307956678,0.222343201772524,0.246761258482418,?,0,25305,0.224970758874437,0.237507711289328,3923,0.161073030761609,0.00814026299311208,0,0.01,0.035,0,0.00876643706950532,848,1.92140838891129,-0.226107451667825,0.50005207623122,0,0.0050251256281407,Down
-0.793386551943886,-0.141650768842057,0.330055,-2.46606088485916,0.0499144914063693,1,1.00166735343985,0.353189613421743,0.366255,1.15096122967545,0.37301,0.598646624549302,-2.60875635691153,-0.878297708947505,0.0499144914063693,2.43972779798376,2.04073431490801,-2.46606088485916,23.9072642765199,-4.34217644890862,0.361303038752346,0.272073313782991,1.29191388942418,21.1492690065255,1,10.7443864886609,0.564776172906014,0.626874503648604,1.42128475825925,2,0.175231672072026,-1.13812830858697,0.3356651237591,1.18730608755565,0.328672100347452,0.00292825768667643,0.337129708843405,0.0692216394267137,7.3955203962414,0.880291856187401,0.0377906976744186,0.0290697674418605,-0.0887018210818041,0.00292825768667643,0.0130813953488372,0.123171490483754,0.654314964747001,0.305916305916306,0.0343723917208333,2,5745,0.216724030176694,0.186147186147186,111,0.948783032549238,0.00146412884333821,2,0.035,0.04,8.52295234772875,0.00292825768667643,333,-1.05167571753292,-0.055063614275974,0.290151581876439,0.21608504398827,0,Up
-0.76456884211527,-0.207513893207867,0.28155,-2.9025303424044,0.080089559667163,0,1.00166735343985,-0.424952005559442,0.36394,1.14767592900993,0.369965,0.596259510755156,-2.60875635691153,-0.632247839590301,0.080089559667163,2.43972779798376,2.04073431490801,-2.9025303424044,19.6180198033796,-3.42582495586197,0.355828750286401,0.395049019607843,1.29191388942418,12.7694008858535,0,10.509913856864,0.537880616870605,0.626874503648604,1.42128475825925,2,-0.332041348003948,-1.13812830858697,0.3356651237591,1.18730608755565,0.328672100347452,0.00292825768667643,0.337129708843405,0.0539687226460231,6.92057871941856,0.880291856187401,0.0377906976744186,0.0290697674418605,-0.0887018210818041,0.00292825768667643,0.0130813953488372,0.164228653978339,0.654314964747001,0.305916305916306,0.0194363794421495,2,5768,0.241512726438734,0.186147186147186,373,0.484021064479351,0.00146412884333821,2,0.04,0.035,8.52295234772875,0.00292825768667643,333,-1.05167571753292,-0.055063614275974,0.288994597413339,0.635970588235294,0.0050251256281407,Up
-1.22640602339877,-1.31545609268288,0,-2.36530857144333,0.042397640082762,1,0.438229467129936,2,0,0.363458716610318,0,0.0923939140068973,-2.448891243303,2,0.128453073404891,0.495988618271423,0.261197709853585,-2.90573848938981,41.3926304362087,?,0.0875886154551141,0.140840425531915,2,?,0,8.01193406190509,-0.697432066931514,?,0,2,2,-0.853230429396003,?,0.229694474619336,?,0,0.0421412136054257,0.700646908714878,7.19197396331732,?,0.0352112676056338,0.0845070422535211,-0.121997798904728,0,0.00704225352112676,0.164228653978339,0.240858943766072,0.277777777777778,?,4,683,0.262067001029264,0.256944444444444,?,?,0,2,0.12,0.12,34.8329356820218,0,364,-1.96369735566382,0.00270334079014654,0.192361527353838,0.14868085106383,0.0402010050251256,Up
0.377133212801879,2,0.93186,-2.02715937817377,0.317178478608359,0,0.105597461959021,0.118381804665661,0.92153,0.217068648663274,0.837045,0.117808606392218,0.803742541305666,-0.632247839590303,0.146437336536288,0.231552697480305,0.297073057953957,-1.35853305945919,5.81274660840876,1.15445419692833,0.22444582710373,0.956728104575168,1.0878924641838,0.302184843104032,0,5.83588465638525,1.04856788840471,0.230539414462711,0.0622583299789965,2,-0.946337485606064,0.28138202858379,0,0.232978512785749,0.195170236907353,0.0155826558265583,0.252847281632554,-0.119010536749721,1.56052265241791,0.53043227231805,0.0720538720538721,0.0666666666666667,-0.265872839373541,0.0237127371273713,0.0518518518518519,0.328457307956678,0.144771914089955,0.196787148594378,-0.471836860433174,0,248545,0.407888160207639,0.236278447121821,150164,0.215910266966156,0.0176151761517615,1,0.08,0.03,0,0.0149051490514905,2534,1.33996793234173,-0.258680040047139,0.234768113454319,0.971809150326798,0.0201005025125628,Down
-1.23402207259291,-0.780736349308146,0.066925,-3.42803072663001,0.104625178019439,0,0.362241934824745,-1.64488744628335,0.090305,1.0889251759543,0.09056,0.390395729412083,-2.36758551586715,-1.17508983771982,0.104625178019439,1.40784106405999,1.46518886363474,-3.42803072663001,37.3993731436855,-2.3269905511272,0.175177230910228,0.0600972222222222,1.75752826496476,6.15455910243698,0,8.85803921058475,-0.554385088910001,0.990336050868149,0.0881355352887023,2,?,2,0.264037837936029,1.56718625912151,0.523037174338582,0.0120578778135048,0.421412136054257,-0.825475339585418,6.17424179869695,1.41636917142362,0.0745911447945752,0.070602313522138,?,0.032556270096463,0.052253689668927,0.0821143269891695,0.525875360555924,0.176167854315123,-0.0213077329058063,0,43563,0.114047676373846,0.249010292953286,2282,0.705439844596676,0.0188906752411576,2,0.08,0.07,14.0813995310301,0.020096463022508,358,?,0.0614774616383763,0.165876105296855,0.26562037037037,0.0100502512562814,Up
-1.38095761331924,-1.29971616570901,0.075495,-3.70251214925453,-0.127902166568995,1,1.15279848998727,?,0.04514,0.89717313904783,0.04367,0.445572303741684,-1.7401410832175,2,?,1.35321617946285,1.29276961239577,?,50.0145835478116,-3.24741831613923,0.317508731024789,0.353208588957055,1.28351428372265,1.72046948839796,?,9.740258753422,-1.0270769304425,1.07574495733883,0.349289907380318,0,2,1.14198721811349,1.54669223692919,1.21813113777172,0.626084931486354,0.0218878248974008,0.210706068027128,0.404391028760872,10.3808680791278,1.10624912408577,0.0231292517006803,0.0680272108843537,0.0211330111238782,0.0109439124487004,0.0476190476190476,0.164228653978339,0.597585636995368,0.225981055480379,-0.150854579068124,3,13667,0.151130663170251,0.208389715832206,6925,0.656113559919867,0.0027359781121751,?,0.03,0.08,48.9143352130519,0.0109439124487004,1084,-2.95166569357662,-0.191548871288011,0.141793964801668,0.452435582822086,0.0100502512562814,Up
2,2,0.111875,?,?,?,0.852770854955552,0.75325650205377,0.07774,0.187858157445184,0.08352,0.433947094486973,0.74180332667858,0.0384728944792456,?,0.260779793517819,0.20331064983198,?,0,0.715174008409675,0.81566898142575,0.108085889570552,-0.623800759911116,0.4647178833883,?,0.499500448893436,1.0882744215682,?,0.504840346133687,?,-0.70851569728316,2,0.301938006060817,0.209752685631472,?,0,0.126423640816277,1.46322203218019,0.949883353645684,0.179963972339312,0.0484848484848485,0.0484848484848485,0.126688426404402,0.00611620795107034,0.0151515151515152,0.656914615913356,0.419900478010433,0.282282282282282,-0.37986968371833,?,2763,1.30979908080884,0.243243243243243,438,0.154571795420204,0.00305810397553517,?,0.03,0.01,0,0.00305810397553517,375,1.37929758881899,-0.370227085892278,1.04909002631838,0.0573926380368098,0.0251256281407035,Up
-0.910115055404427,0.0939482747105324,0.444645,-1.9205104923793,1.36972202016958,0,1.84386663832279,-1.68119967453796,0.32604,0.707160113885762,0.27788,0.437741543129944,-0.700642148047017,2,1.36972202016958,1.04965033169069,1.75018157435918,-1.9205104923793,1.21995916472776,-1.01824900824777,0.197074384774007,0.351481481481482,0.520323000412015,0.841554914907974,0,0.446741142220192,2,0.93376401996704,0.609410153738437,4,2,0.840216369381297,2.86841105757776,1.47136006847567,0.58271384185125,0.00718629076838032,0.547835776870534,-0.941754885776158,0.40709286584815,2.05158928466816,0.0258241758241758,0.0423076923076923,-0.867638432223197,0.0105030403537866,0.0456043956043956,0.246342980967508,1.1953818768584,0.231567449481158,-0.01989520170006,1,124843,0.135167616443077,0.200436919716002,60032,0.394845727811184,0.00773908236594804,4,0.01,0.02,0.370563145553424,0.0149253731343284,5074,1.61600447476267,0.215823278245812,0.192454940020914,0.262685185185185,0,Down
-1.377302554868,-0.881042146693435,0.518115,-1.93348059380374,-0.317344561118751,1,0.249822024017066,2,0.26714,0.203942419020829,0.21971,0.350978286126493,-1.17833307683849,2,-0.317344561118751,0.291749438454353,0.107208941241566,-1.93348059380374,40.5725470386196,-2.43555863760581,0.109485769318893,0.0424087591240876,-0.781617163324465,0.572029549214197,1,7.67632532925344,-0.00826133465795358,0.0681797043243195,0.681389845762193,0,-0.862555069707747,-0.437777761155045,0.142128475825925,0.142606522157028,0.190649677542933,0.00239808153477218,0.463553349659682,-1.23575361127842,4.74941676822842,0.0338851083053299,0.0190930787589499,0.015115354017502,-0.16331892485059,0.00399680255795364,0.0111376292760541,0.205285817472924,0.299076034439388,0.395091053048298,-0.0979781081432462,1,22205,0.0899061974333972,0.163103721298496,15111,0.209580437590679,0.00239808153477218,0,0.09,0.02,12.228583803263,0.00239808153477218,2269,2.53798461057501,-0.202088307998355,0.179353517630026,0.0116788321167883,0.0301507537688442,Up
-1.33405037465469,-1.10949699970114,0.127825,-3.14793736043593,0.0238125634155055,1,1.70513388071218,2,0.09862,0.769288306549786,0.09299,1.01120129571958,-0.681387760109907,-1.17508983771982,0.0552861478204104,1.03107543843361,1.07926743813246,-4.14900272536828,48.0833818710284,-0.584358825195995,0.109485769318893,0.584323529411765,-0.257336123448979,2.14099944330955,0,6.83183529191533,-1.39614883285784,0.654241466972963,1.34006848635872,2,2,2,1.85603068431502,0.883893050144532,0.667208847635756,0.00485201358563804,0.210706068027128,-0.632247839590298,4.1387774694562,0.786666043794327,0.0404624277456647,0.0385356454720617,0.104683781690312,0.00824842309558467,0.0260115606936416,0.0821143269891695,1.97203260208471,0.291726446676231,0.287982164713044,2,20750,0.156272940636828,0.199426111908178,4031,0.330310455407997,0.00388161086851043,1,0.125,0.095,14.4519626765835,0.00242600679281902,518,-3.37326435261251,0.124859411667952,0.107243289706337,0.637870242214533,0.0603015075376884,Up
